//CoItemType,,,Grade,Level,,,,,,,,,Hp,,Atk,Def,,,,,,,,,,Gauge,,,,Weapon,EquipPos,
101100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,0
101101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,110100
101102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,110200
101110,0,0,1,15,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,0
101111,0,0,1,15,5,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,110100
101112,0,0,1,15,10,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,110200
101200,0,0,2,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,0
101201,0,0,2,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,110100
101202,0,0,2,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,110200
101210,0,0,2,40,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,0
101211,0,0,2,40,10,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,110100
101212,0,0,2,40,25,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,110200
101220,0,0,2,55,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,0
101221,0,0,2,55,25,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,110100
101222,0,0,2,55,40,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,110200
101300,0,0,3,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,0
101301,0,0,3,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,110100
101302,0,0,3,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,110200
101310,0,0,3,70,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,112000
101311,0,0,3,70,20,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,112100
101312,0,0,3,70,45,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,112200
101320,0,0,3,85,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,112000
101321,0,0,3,85,35,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,112100
101322,0,0,3,85,60,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,8,112200
