//typeBasis,,name,,,typeMotion1,typeMotion2,typeMotion3
1,0,ソソ,1,3,300011,-1,-1
2,0,アンモネラ,1,2,300021,-1,-1
3,0,マルシュ,1,0,300031,-1,-1
4,0,テディ,2,0,300041,-1,-1
5,0,ボボカン,2,0,300051,-1,-1
6,0,ワイルドウッドヘリアン,1,0,300061,-1,-1
7,0,ラッチュー,1,0,300071,-1,-1
8,0,ゲトー,1,0,300081,-1,-1
9,0,モネラ,1,2,300091,-1,-1
10,0,ウッド,2,0,300101,-1,-1
11,0,バラウス,1,0,300111,-1,-1
12,0,ハイバラウス,2,0,300121,-1,-1
13,0,グレートバラウス,3,0,300131,400132,-1
14,0,プリクリ,0,0,300141,-1,-1
15,0,"書架足 3号",0,0,-1,-1,-1
16,0,"メカドロシー 3号",3,0,300161,400161,400162
17,0,ワルグマー,1,0,300171,-1,-1
18,0,ドワルグマー,1,0,300181,-1,-1
19,0,変熊,1,0,300191,400191,-1
20,0,"ホームキーパー mk-2",1,0,300201,-1,-1
21,0,ステファノ,2,0,300211,400211,400212
22,0,カルテ,1,0,300221,-1,-1
23,0,チャート,1,0,300231,-1,-1
24,0,ビアンカ,1,0,300241,400241,-1
25,0,ブラービー,1,0,300251,-1,-1
26,0,ゲートキーパー,3,0,300261,400261,400262
27,0,グロービー,1,2,300271,-1,-1
28,0,フランソワ,2,0,300281,400281,400282
29,0,ミュロビー,1,3,300291,-1,-1
30,0,ネイバー,3,0,300301,400301,-1
31,0,スパービー,1,3,300311,-1,-1
32,0,キングスパービー,1,0,300321,400321,-1
33,0,クロコ,1,0,300331,-1,-1
34,0,サイクロコ,8,0,300341,400341,-1
35,0,ムルモネラ,1,0,300351,-1,-1
36,0,レディ,1,0,300361,-1,-1
37,0,ステディ,1,0,300371,-1,-1
38,0,ゴウ,1,0,300381,-1,-1
39,0,ウェアウルフ,1,0,300391,400391,400392
40,0,リンティ,0,0,-1,-1,-1
41,0,リーグ(削除),0,0,-1,-1,-1
42,0,ビーオ(削除),0,0,-1,-1,-1
43,0,ネメシア,0,0,-1,-1,-1
44,0,細菌群体,0,0,-1,-1,-1
45,0,古い揚水機,0,0,-1,-1,-1
46,0,ハッコウモリ,1,0,300461,-1,-1
47,0,リトルクロコ,1,0,300471,-1,-1
48,0,ミイラ,0,0,-1,-1,-1
49,0,モンシ,0,0,-1,-1,-1
50,0,キュービックモンシ,0,0,-1,-1,-1
51,0,ドロシー,1,0,300511,-1,-1
52,0,ヤンヤン,1,0,300521,-1,-1
53,0,子ヤンヤン,1,0,300531,-1,-1
54,0,フォクシー,1,0,300541,-1,-1
55,0,ソソスケルトン,1,0,300551,-1,-1
56,0,ハロウィーン,1,0,300561,-1,-1
57,0,ゼロセブン,1,0,300571,-1,-1
58,0,レイス,1,0,300581,-1,-1
59,0,ナインフォックス,3,0,300591,400591,400592
60,0,メガデス,2,0,300601,400601,400602
61,0,温室の石,2,0,-1,-1,-1
62,0,破壊されるレバー,1,0,-1,-1,-1
63,0,☆ソソ☆,1,3,300631,-1,-1
64,0,アンティーク柱,1,0,-1,-1,-1
65,0,リーグ,1,0,300651,-1,-1
66,0,ビーオ,1,0,300661,-1,-1
67,0,フライングドクロ,1,0,300671,-1,-1
68,0,狐子,1,0,300681,-1,-1
69,0,仙女,1,0,300691,-1,-1
70,0,金大鑑,1,0,300701,-1,-1
71,0,もんたる,1,0,300711,-1,-1
72,0,エミリー,1,0,300721,-1,-1
73,0,ニーナ,1,0,300731,-1,-1
74,0,ニーノ,1,0,300741,-1,-1
75,0,パペット,1,0,300751,-1,-1
76,0,ホギーパペット,3,0,300761,-1,-1
77,0,パペットマスター,1,0,300771,400771,400772
78,0,ムジナ守衛,1,3,300781,-1,-1
79,0,守護仙女,4,0,300791,400791,-1
80,0,下郎蛙,1,0,300801,-1,-1
81,0,デンプ,1,0,300811,-1,-1
82,0,フクのカメ,1,0,300821,-1,-1
83,0,千年狐,5,0,300831,400831,400832
84,0,ナイトウォーカー,1,0,300841,-1,-1
85,0,ファントム,2,0,300851,-1,-1
86,0,カマイタチ,1,0,300861,-1,-1
90,0,ボンボ,1,0,300901,-1,-1
91,0,プリズナー,1,3,300911,-1,-1
92,0,ざるかぶり,1,1,300921,-1,-1
93,0,ピギー,1,0,300931,-1,-1
94,0,トホホ,1,0,300941,-1,-1
95,0,パトロボ,1,3,300951,-1,-1
96,0,ソソマミー,1,3,300961,-1,-1
97,0,グレゴリー,2,0,300971,400971,-1
98,0,グレゴリーII世,1,3,300981,-1,-1
99,0,オルゴールソソ,1,0,300991,-1,-1
100,0,ロルレクス,1,0,301001,-1,-1
101,0,ゼリーデリー,1,0,301011,-1,-1
102,0,ナイトロー,2,0,301021,401021,-1
103,0,忍者,1,0,301031,-1,-1
104,0,コータ,1,0,301041,-1,-1
105,0,火之輪入道,1,0,301051,-1,-1
106,0,黒後家蜘蛛,1,0,301061,-1,-1
107,0,アースクウェイク,1,0,301071,401071,401072
108,0,ソソプラネット,1,3,301081,-1,-1
109,0,ツクエミミック,1,0,301091,-1,-1
110,0,イスファイター,1,3,301101,-1,-1
111,0,次元魚,1,3,301111,-1,-1
112,0,シャドウビースト,1,0,301121,-1,-1
113,0,お掃除ハカセ,1,1,301131,-1,-1
114,0,キャタツラー,1,0,301141,-1,-1
115,0,アマクィラ,2,0,301151,401151,401152
116,0,クィラ,1,3,301161,-1,-1
117,0,4次元ウッドヘリアン,1,0,301171,-1,-1
118,0,"PTA 41",1,3,301181,-1,-1
119,0,"PTA 26",1,0,301191,-1,-1
