//id,range,area,,,power
10101,1,102031,22,22,63
10102,1,102031,22,22,63
10103,1,102031,22,22,63
10201,1,102031,22,22,63
10202,1,102031,22,22,63
10203,1,102031,22,22,63
10301,1,102031,22,22,0
10302,1,102031,22,22,0
10303,1,102031,22,22,0
10401,1,102031,22,22,57
10402,1,102031,22,22,57
10403,1,102031,22,22,57
30101,1,101032,22,22,53
30102,1,101032,22,22,50
30103,1,101032,22,22,47
30201,1,101032,22,22,53
30202,1,101032,22,22,50
30203,1,101032,22,22,47
30301,1,101032,22,22,53
30302,1,101032,22,22,50
30303,1,101032,22,22,47
30401,1,101032,22,22,53
30402,1,101032,22,22,50
30403,1,101032,22,22,47
50101,3,101011,22,22,77
50102,3,101011,22,22,77
50103,3,101011,22,22,77
50201,3,101011,22,22,77
50202,3,101011,22,22,77
50203,3,101011,22,22,77
50301,3,101011,22,22,77
50302,3,101011,22,22,77
50303,3,101011,22,22,77
50401,3,101011,22,22,77
50402,3,101011,22,22,77
50403,3,101011,22,22,77
50501,3,101011,22,22,77
50502,3,101011,22,22,77
50503,3,101011,22,22,77
50601,3,101011,22,22,63
50602,3,101011,22,22,63
50603,3,101011,22,22,63
70101,4,101011,22,22,77
70102,4,101011,22,22,77
70103,4,101011,22,22,77
70201,4,101011,22,22,77
70202,4,101011,22,22,77
70203,4,101011,22,22,77
70301,4,101011,22,22,77
70302,4,101011,22,22,77
70303,4,101011,22,22,77
10104,1,105062,22,22,245
10204,1,105062,22,22,170
10304,1,105062,22,22,0
10404,1,105062,22,22,145
30104,1,105062,22,22,145
30204,1,105062,22,22,145
30304,1,105062,22,22,145
30404,1,105062,22,22,145
50104,3,105062,22,22,170
50204,3,105062,22,22,170
50304,3,105062,22,22,170
50404,3,105062,22,22,170
50504,3,105062,22,22,170
50604,3,105062,22,22,300
70104,4,105062,22,22,170
70204,4,105062,22,22,170
70304,4,105062,22,22,170
41001,1,102031,22,32,217
41002,1,102031,22,32,217
41003,1,102031,22,32,217
41004,1,102031,22,32,217
41005,1,102031,22,32,217
41006,1,102031,22,32,217
41007,1,102031,22,32,217
41008,1,102031,22,32,217
41009,1,102031,22,32,217
41010,1,102031,22,32,217
41011,1,102031,22,32,217
41012,1,102031,22,32,217
41013,1,102031,22,32,217
41014,1,102031,22,32,217
41015,1,102031,22,32,217
41016,1,102031,22,32,217
41017,1,102031,22,32,217
41018,1,102031,22,32,217
41019,1,102031,22,32,217
41020,1,102031,22,32,217
41021,1,102031,22,32,217
41022,1,102031,22,32,217
41023,1,102031,22,32,217
41024,1,102031,22,32,217
41025,1,102031,22,32,217
41026,1,102031,22,32,217
41027,1,102031,22,32,217
41028,1,102031,22,32,217
41029,1,102031,22,32,217
41030,1,102031,22,32,217
41031,2,102031,9,32,0
41032,2,102031,9,32,0
41033,2,102031,9,32,0
41034,2,102031,9,32,0
41035,2,102031,9,32,0
41036,2,102031,9,32,0
41037,2,102031,9,32,0
41038,2,102031,9,32,0
41039,2,102031,9,32,0
41040,2,102031,9,32,0
41041,2,102031,9,32,0
41042,2,102031,9,32,0
41043,2,102031,9,32,0
41044,2,102031,9,32,0
41045,2,102031,9,32,0
41046,2,102031,9,32,0
41047,2,102031,9,32,0
41048,2,102031,9,32,0
41049,2,102031,9,32,0
41050,2,102031,9,32,0
41051,0,101011,1,32,0
41052,0,101011,1,32,0
41053,0,101011,1,32,0
41054,0,101011,1,32,0
41055,0,101011,1,32,0
41056,0,101011,1,32,0
41057,0,101011,1,32,0
41058,0,101011,1,32,0
41059,0,101011,1,32,0
41060,0,101011,1,32,0
41091,0,101011,0,0,0
41092,0,101011,0,0,0
41093,0,101011,0,0,0
41094,0,101011,0,0,0
41095,0,101011,0,0,0
41096,0,101011,0,0,0
41097,0,101011,0,0,0
41098,0,101011,0,0,0
41099,0,101011,0,0,0
41100,0,101011,0,0,0
41101,0,101011,0,0,0
41102,0,101011,0,0,0
41103,0,101011,0,0,0
41104,0,101011,0,0,0
41105,0,101011,0,0,0
41106,0,101011,0,0,0
41107,0,101011,0,0,0
41108,0,101011,0,0,0
41109,0,101011,0,0,0
41110,0,101011,0,0,0
41111,0,101011,0,0,0
41112,0,101011,0,0,0
41113,0,101011,0,0,0
41114,0,101011,0,0,0
41115,0,101011,0,0,0
41116,0,101011,0,0,0
41117,0,101011,0,0,0
41118,0,101011,0,0,0
41119,0,101011,0,0,0
41120,0,101011,0,0,0
61001,3,115092,22,32,152
61002,3,115092,22,32,152
61003,3,115092,22,32,152
61004,3,115092,22,32,152
61005,3,115092,22,32,152
61006,3,115092,22,32,152
61007,3,115092,22,32,152
61008,3,115092,22,32,152
61009,3,115092,22,32,152
61010,3,115092,22,32,152
61011,3,115092,22,32,152
61012,3,115092,22,32,152
61013,3,115092,22,32,152
61014,3,115092,22,32,152
61015,3,115092,22,32,152
61016,3,115092,22,32,152
61017,3,115092,22,32,152
61018,3,115092,22,32,152
61019,3,115092,22,32,152
61020,3,115092,22,32,152
61021,3,115092,9,32,0
61022,3,115092,9,32,0
61023,3,115092,9,32,0
61024,3,115092,9,32,0
61025,3,115092,9,32,0
61026,3,115092,9,32,0
61027,3,115092,9,32,0
61028,3,115092,9,32,0
61029,3,115092,9,32,0
61030,3,115092,9,32,0
61031,3,115092,9,32,0
61032,3,115092,9,32,0
61033,3,115092,9,32,0
61034,3,115092,9,32,0
61035,3,115092,9,32,0
61036,3,115092,9,32,0
61037,3,115092,9,32,0
61038,3,115092,9,32,0
61039,3,115092,9,32,0
61040,3,115092,9,32,0
61041,3,115092,9,32,0
61042,3,115092,9,32,0
61043,3,115092,9,32,0
61044,3,115092,9,32,0
61045,3,115092,9,32,0
61046,3,115092,9,32,0
61047,3,115092,9,32,0
61048,3,115092,9,32,0
61049,3,115092,9,32,0
61050,3,115092,9,32,0
61121,0,101011,0,0,0
61122,0,101011,0,0,0
61123,0,101011,0,0,0
61124,0,101011,0,0,0
61125,0,101011,0,0,0
61126,0,101011,0,0,0
61127,0,101011,0,0,0
61128,0,101011,0,0,0
61129,0,101011,0,0,0
61130,0,101011,0,0,0
61131,0,101011,0,0,0
61132,0,101011,0,0,0
61133,0,101011,0,0,0
61134,0,101011,0,0,0
61135,0,101011,0,0,0
