//type,code,pos,,attack,weapontype,skill,,
110221,"upper_M0022",64,1,0,0,0,1,533333
110222,"lower_M0022",128,1,0,0,0,1,533333
110223,"foot_M0022",256,1,0,0,0,1,533333
110224,"hand_M0022",8,1,0,0,0,0,533333
110251,"upper_M0025",64,1,0,0,0,1,533333
110252,"lower_M0025",128,1,0,0,0,1,533333
110253,"foot_M0025",256,1,0,0,0,1,533333
110254,"hand_M0025",8,1,0,0,0,0,533333
110311,"upper_M0031",64,1,0,0,0,1,533333
110312,"lower_M0031",128,1,0,0,0,1,533333
110313,"foot_M0031",256,1,0,0,0,1,533333
110314,"cap_M0031",1,2,0,0,0,0,533333
110321,"upper_M0032",64,1,0,0,0,1,533333
110322,"lower_M0032",128,1,0,0,0,1,533333
110323,"foot_M0032",256,1,0,0,0,1,533333
110324,"hand_M0032",8,1,0,0,0,0,533333
120221,"special_F0022",192,1,0,0,0,1,533333
120222,"foot_F0022",256,1,0,0,0,1,533333
120223,"hand_F0022",8,1,0,0,0,0,533333
120251,"upper_F0025",64,1,0,0,0,1,533333
120252,"lower_F0025",128,1,0,0,0,1,533333
120253,"foot_F0025",256,1,0,0,0,1,533333
120311,"upper_F0031",64,1,0,0,0,1,533333
120312,"lower_F0031",128,1,0,0,0,1,533333
120313,"foot_F0031",256,1,0,0,0,1,533333
120314,"cap_F0031",1,2,0,0,0,0,533333
120321,"upper_F0032",64,1,0,0,0,1,533333
120322,"lower_F0032",128,1,0,0,0,1,533333
120323,"foot_F0032",256,1,0,0,0,1,533333
120324,"hand_F0032",8,1,0,0,0,0,533333
210251,"special_M1025",192,1,0,0,0,1,533333
210252,"foot_M1025",256,1,0,0,0,1,533333
210253,"cap_M1025",1,2,0,0,0,0,533333
210291,"upper_M1029",64,1,0,0,0,1,533333
210292,"lower_M1029",128,1,0,0,0,1,533333
210293,"foot_M1029",256,1,0,0,0,1,533333
210294,"hand_M1029",8,1,0,0,0,0,533333
210295,"cap_M1029",1,2,0,0,0,0,533333
210296,"back_M1029",4,2,0,0,0,0,533333
210311,"upper_M1031",64,1,0,0,0,1,533333
210312,"lower_M1031",128,1,0,0,0,1,533333
210313,"foot_M1031",256,1,0,0,0,1,533333
210314,"cap_M1031",1,2,0,0,0,0,533333
210321,"upper_M1032",64,1,0,0,0,1,533333
210322,"lower_M1032",128,1,0,0,0,1,533333
210323,"foot_M1032",256,1,0,0,0,1,533333
210324,"cap_M1032",1,2,0,0,0,0,533333
220251,"special_F1025",192,1,0,0,0,1,533333
220252,"foot_F1025",256,1,0,0,0,1,533333
220253,"hand_F1025",8,1,0,0,0,0,533333
220291,"upper_F1029",64,1,0,0,0,1,533333
220292,"lower_F1029",128,1,0,0,0,1,533333
220293,"foot_F1029",256,1,0,0,0,1,533333
220294,"hand_F1029",8,1,0,0,0,0,533333
220295,"cap_F1029",1,2,0,0,0,0,533333
220296,"back_F1029",4,2,0,0,0,0,533333
220311,"upper_F1031",64,1,0,0,0,1,533333
220312,"lower_F1031",128,1,0,0,0,1,533333
220313,"foot_F1031",256,1,0,0,0,1,533333
220314,"cap_F1031",1,2,0,0,0,0,533333
220321,"upper_F1032",64,1,0,0,0,1,533333
220322,"lower_F1032",128,1,0,0,0,1,533333
220323,"foot_F1032",256,1,0,0,0,1,533333
220324,"cap_F1032",1,2,0,0,0,0,533333
310011,"special_M9001",192,1,0,0,0,1,533333
310012,"cap_M9001",1,2,0,0,0,0,533333
310013,"foot_M9001",256,1,0,0,0,1,533333
310014,"hand_M9001",8,1,0,0,0,0,533333
320011,"special_F9001",192,1,0,0,0,1,533333
320012,"cap_F9001",1,2,0,0,0,0,533333
320013,"foot_F9001",256,1,0,0,0,1,533333
320014,"hand_F9001",8,1,0,0,0,0,533333
110241,"upper_M0024",64,1,0,0,0,1,533333
110242,"lower_M0024",128,1,0,0,0,1,533333
110243,"cap_M0024",1,2,0,0,0,0,533333
110244,"foot_M0024",256,1,0,0,0,1,533333
120241,"special_F0024",192,1,0,0,0,1,533333
120242,"cap_F0024",1,2,0,0,0,0,533333
120243,"foot_F0024",256,1,0,0,0,1,533333
210241,"upper_M1024",64,1,0,0,0,1,533333
210242,"lower_M1024",128,1,0,0,0,1,533333
210243,"cap_M1024",1,2,0,0,0,0,533333
210244,"foot_M1024",256,1,0,0,0,1,533333
220241,"special_F1024",192,1,0,0,0,1,533333
220242,"cap_F1024",1,2,0,0,0,0,533333
220243,"foot_F1024",256,1,0,0,0,1,533333
310081,"cap_M9008",1,2,0,0,0,0,533333
310082,"upper_M9008",64,1,0,0,0,1,533333
310083,"lower_M9008",128,1,0,0,0,1,533333
310084,"foot_M9008",256,1,0,0,0,1,533333
320081,"cap_F9008",1,2,0,0,0,0,533333
320082,"upper_F9008",64,1,0,0,0,1,533333
320083,"lower_F9008",128,1,0,0,0,1,533333
320084,"foot_F9008",256,1,0,0,0,1,533333
310091,"cap_M9009",1,2,0,0,0,0,533333
310092,"upper_M9009",64,1,0,0,0,1,533333
310093,"lower_M9009",128,1,0,0,0,1,533333
310094,"foot_M9009",256,1,0,0,0,1,533333
320091,"cap_F9009",1,2,0,0,0,0,533333
320092,"upper_F9009",64,1,0,0,0,1,533333
320093,"lower_F9009",128,1,0,0,0,1,533333
320094,"foot_F9009",256,1,0,0,0,1,533333
310101,"cap_M9010",1,2,0,0,0,0,533333
310102,"upper_M9010",64,1,0,0,0,1,533333
310103,"lower_M9010",128,1,0,0,0,1,533333
310104,"foot_M9010",256,1,0,0,0,1,533333
320101,"cap_F9010",1,2,0,0,0,0,533333
320102,"upper_F9010",64,1,0,0,0,1,533333
320103,"lower_F9010",128,1,0,0,0,1,533333
320104,"foot_F9010",256,1,0,0,0,1,533333
310111,"upper_M9011",64,1,0,0,0,1,533333
310112,"lower_M9011",128,1,0,0,0,1,533333
310113,"foot_M9011",256,1,0,0,0,1,533333
320111,"upper_F9011",64,1,0,0,0,1,533333
320112,"lower_F9011",128,1,0,0,0,1,533333
320113,"foot_F9011",256,1,0,0,0,1,533333
310121,"upper_M9012",64,1,0,0,0,1,533333
310122,"lower_M9012",128,1,0,0,0,1,533333
310123,"foot_M9012",256,1,0,0,0,1,533333
320121,"upper_F9012",64,1,0,0,0,1,533333
320122,"lower_F9012",128,1,0,0,0,1,533333
320123,"foot_F9012",256,1,0,0,0,1,533333
310131,"upper_M9013",64,1,0,0,0,1,533333
310132,"lower_M9013",128,1,0,0,0,1,533333
310133,"foot_M9013",256,1,0,0,0,1,533333
320131,"upper_F9013",64,1,0,0,0,1,533333
320132,"lower_F9013",128,1,0,0,0,1,533333
320133,"foot_F9013",256,1,0,0,0,1,533333
310140,"cap_M9014",1,2,0,0,0,0,533333
310150,"cap_M9015",1,2,0,0,0,0,533333
310160,"cap_M9016",1,2,0,0,0,0,533333
320140,"cap_F9014",1,2,0,0,0,0,533333
320150,"cap_F9015",1,2,0,0,0,0,533333
320160,"cap_F9016",1,2,0,0,0,0,533333
310170,"special_M9017",192,1,0,0,0,1,533333
320170,"special_F9017",192,1,0,0,0,1,533333
110341,"upper_M0034",64,1,0,0,0,1,533333
110342,"lower_M0034",128,1,0,0,0,1,533333
110343,"foot_M0034",256,1,0,0,0,1,533333
120341,"upper_F0034",64,1,0,0,0,1,533333
120342,"lower_F0034",128,1,0,0,0,1,533333
120343,"foot_F0034",256,1,0,0,0,1,533333
210341,"upper_M1034",64,1,0,0,0,1,533333
210342,"lower_M1034",128,1,0,0,0,1,533333
210343,"foot_M1034",256,1,0,0,0,1,533333
220341,"upper_F1034",64,1,0,0,0,1,533333
220342,"lower_F1034",128,1,0,0,0,1,533333
220343,"foot_F1034",256,1,0,0,0,1,533333
310181,"special_M9018",192,1,0,0,0,1,533333
310182,"hand_M9018",8,1,0,0,0,0,533333
310183,"foot_M9018",256,1,0,0,0,1,533333
310184,"cap_M9018",1,2,0,0,0,0,533333
320181,"special_F9018",192,1,0,0,0,1,533333
320182,"hand_F9018",8,1,0,0,0,0,533333
320183,"foot_F9018",256,1,0,0,0,1,533333
320184,"cap_F9018",1,2,0,0,0,0,533333
310191,"upper_M9019",64,1,0,0,0,1,533333
310192,"lower_M9019",128,1,0,0,0,1,533333
310193,"foot_M9019",256,1,0,0,0,1,533333
310194,"cap_M9019",1,2,0,0,0,0,533333
310201,"upper_M9020",64,1,0,0,0,1,533333
310202,"lower_M9020",128,1,0,0,0,1,533333
310203,"foot_M9020",256,1,0,0,0,1,533333
310204,"cap_M9020",1,2,0,0,0,0,533333
310211,"upper_M9021",64,1,0,0,0,1,533333
310212,"lower_M9021",128,1,0,0,0,1,533333
310213,"foot_M9021",256,1,0,0,0,1,533333
310214,"cap_M9021",1,2,0,0,0,0,533333
320191,"upper_F9019",64,1,0,0,0,1,533333
320192,"lower_F9019",128,1,0,0,0,1,533333
320193,"foot_F9019",256,1,0,0,0,1,533333
320194,"cap_F9019",1,2,0,0,0,0,533333
320201,"upper_F9020",64,1,0,0,0,1,533333
320202,"lower_F9020",128,1,0,0,0,1,533333
320203,"foot_F9020",256,1,0,0,0,1,533333
320204,"cap_F9020",1,2,0,0,0,0,533333
320211,"upper_F9021",64,1,0,0,0,1,533333
320212,"lower_F9021",128,1,0,0,0,1,533333
320213,"foot_F9021",256,1,0,0,0,1,533333
320214,"cap_F9021",1,2,0,0,0,0,533333
310221,"upper_M9022",64,1,0,0,0,1,533333
310222,"lower_M9022",128,1,0,0,0,1,533333
310223,"foot_M9022",256,1,0,0,0,1,533333
320221,"upper_F9022",64,1,0,0,0,1,533333
320222,"lower_F9022",128,1,0,0,0,1,533333
320223,"foot_F9022",256,1,0,0,0,1,533333
110261,"upper_M0026",64,1,0,0,0,1,533333
110262,"lower_M0026",128,1,0,0,0,1,533333
110263,"foot_M0026",256,1,0,0,0,1,533333
120261,"upper_F0026",64,1,0,0,0,1,533333
120262,"lower_F0026",128,1,0,0,0,1,533333
120263,"foot_F0026",256,1,0,0,0,1,533333
210191,"special_M1019",192,1,0,0,0,1,533333
210192,"foot_M1019",256,1,0,0,0,1,533333
210193,"hand_M1019",8,1,0,0,0,0,533333
210194,"cap_M1019",1,2,0,0,0,0,533333
220191,"special_F1019",192,1,0,0,0,1,533333
220192,"foot_F1019",256,1,0,0,0,1,533333
220193,"hand_F1019",8,1,0,0,0,0,533333
310231,"special_M9023",192,1,0,0,0,1,533333
310232,"foot_M9023",256,1,0,0,0,1,533333
310233,"hand_M9023",8,1,0,0,0,0,533333
310234,"cap_M9023",1,2,0,0,0,0,533333
320231,"special_F9023",192,1,0,0,0,1,533333
320232,"foot_F9023",256,1,0,0,0,1,533333
320233,"hand_F9023",8,1,0,0,0,0,533333
320234,"cap_F9023",1,2,0,0,0,0,533333
310241,"special_M9024",192,1,0,0,0,1,533333
310242,"foot_M9024",256,1,0,0,0,1,533333
310243,"hand_M9024",8,1,0,0,0,0,533333
310244,"cap_M9024",1,2,0,0,0,0,533333
320241,"special_F9024",192,1,0,0,0,1,533333
320242,"foot_F9024",256,1,0,0,0,1,533333
320243,"hand_F9024",8,1,0,0,0,0,533333
320244,"cap_F9024",1,2,0,0,0,0,533333
310251,"special_M9025",192,1,0,0,0,1,533333
310252,"foot_M9025",256,1,0,0,0,1,533333
