1,20
2,30
3,30
4,50
5,70
6,80
7,100
8,120
9,150
10,180
11,210
12,240
13,290
14,340
15,380
16,430
17,490
18,540
19,620
20,690
21,760
22,850
23,940
24,1030
25,1130
26,1240
27,1350
28,1470
29,1600
30,1740
31,2080
32,2450
33,2860
34,3310
35,3815
36,4356
37,4944
38,5580
39,6266
40,7003
41,7794
42,8640
43,9540
44,10530
45,11530
46,12600
47,13760
48,14960
49,16260
50,17610
51,19040
52,20530
53,22100
54,23750
55,25470
56,27280
57,29170
58,31140
59,33200
60,35360
61,39890
62,44765
63,49988
64,55566
65,61500
66,67830
67,74530
68,81620
69,89116
70,97025
71,105356
72,114119
73,123324
74,132979
75,143110
76,153681
77,164760
78,176330
79,188370
80,200918
81,214020
82,227607
83,241752
84,256444
85,271693
86,287508
87,303898
88,320874
89,338444
90,356680
91,388600
92,420592
93,454638
94,490738
95,528892
96,569100
97,611362
98,655678
99,702048
100,750472
101,800950
102,853482
103,908068
104,964708
105,1023402
106,1084150
107,1146952
108,1212090
109,1278718
110,1348030
111,1418700
112,1491772
113,1566898
114,1644078
115,1723312
116,1804600
117,1887942
118,1973338
119,2060788
120,2150292
121,2458450
122,2493518
123,2544640
124,2611254
125,2692798
126,2787190
127,2899690
128,3021377
129,3157010
130,3304760
131,3464063
132,3634356
133,3815077
134,4004010
135,4205553
136,4415030
137,4630987
138,4855407
139,5086879
140,5324840
141,5568727
142,5817979
143,6072031
144,6330321
145,6592288
146,6857300
147,7124996
148,7394613
149,7665656
150,7937560
151,8337100
152,8562637
153,8853508
154,9189389
155,9555033
156,9938455
157,10330658
158,10722640
159,11118633
160,11508787
161,11895920
162,12281721
163,12664090
164,13062248
165,13465679
166,13884618
167,14324389
168,14790194
169,15286834
170,15818427
171,16383500
172,16997828
173,17647913
174,18336940
175,19061375
176,19815310
177,20590175
178,21378800
179,22159980
180,22908867
181,23846210
182,24665430
183,25504650
184,26363870
185,27243090
186,28142310
187,29061530
188,30000750
189,30959970
190,31939190
191,32938410
192,33957630
193,34997230
194,36056450
195,37135670
196,38234890
197,39354110
198,40493330
199,41652550
200,2147483640
